414/89,020 TIM m,Text,414/89,11/10/1989,,,000-099,,Available,,,,,IDR,,,,Membina Perpustakaan Sekolah
4034,220 SUW m,Text,4034,5 Oktober 2006,,,200-299,,Available,,,,,IDR,,,,Mengampuni Tujuhpuluh kali tujuh kali
0463 ,240 HAR m,Text,0463 ,24 Desember 1986,,,200-299,,Available,,,,,IDR,,,,Membina Jemaat Beriman
5143,264 DAE b,Text,5143,17 Mei 2010,,,200-299,,Available,,,,,IDR,,,,Buku Saku Misdinar
3110,264 HER m,Text,3110,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Mazmur Bagi yang Mulia
2558,240 SIL r,Text,2558,2 Juni 1997,,,200-299,,Available,,,,,IDR,,,,Renungan Singkat Sengsara Yesus
2554,264 TIM p,Text,2554,2 Juni 1997,,,200-299,,Available,,,,,IDR,,,,Perintis Berdoa
2521,248 TER c,Text,2521,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Cinta Yang Total
3113,220 TER d,Text,3113,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Doa Mengtuk Hati Allah
5376,230 REI h,Text,5376,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Hidup Kekal
2511,265 MAN s,Text,2511,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Delapan belas Sikap Doa
5401,248 SUW b,Text,5401,11 Oktober 2010,,,200-299,,Available,,,,,IDR,,,,Bidang Pewrtaan
5400,264 SUW b,Text,5400,11 Oktober 2010,,,200-299,,Available,,,,,IDR,,,,Bidang Liturgi
5398,248 SUW b,Text,5398,11 Oktober 2010,,,200-299,,Available,,,,,IDR,,,,Bidang Kesaksian
3572,269 WAL r,Text,3572,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Rahasia Kecil Keberhasilan
7316,269 WAL r,Text,7316,3-Nov-20,,,200-299,,Available,,,,,IDR,,,,Rahasia Kecil Persahabatan
7315,200.1 WAL r,Text,7315,3-Nov-20,,,200-299,,Available,,,,,IDR,,,,Rahasia Kecil Kehidupan
2533,269 LUE w,Text,2533,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,What Would Jesus Do To Live In Love Each day?
7317,201 WIG t,Text,7317,3-Nov-20,,,200-299,,Available,,,,,IDR,,,,Tuntunan Rohani di saat Sedih Dan Stres
5367,220 WIL t,Text,5367,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,The One Year Life Lessons From The Bible
6750,248 RUS d,Text,6750,5 Juni 2017,,,200-299,,Available,,,,,IDR,,,,Divine Alignment
4710,200.9 STE a,Text,4710,24 Juni 2009,,,200-299,,Available,,,,,IDR,,,,Amazing Stories Of Healing
4794,238 PRA p1,Text,4794,25 Agustus 2009,,,200-299,,Available,,,,,IDR,,,,Pendalaman Iman Katolik 1
4794,238 PRA p2,Text,4794,25 Agustus 2009,,,200-299,,Available,,,,,IDR,,,,Pendalaman Iman Katolik 2
2967,225 TIM s,Text,2967,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,,,Surat-Surat Ibrani Dan Umum
3074,200 KIR p,Text,3074,11 Desember 2001,,,200-299,,Available,,,,,IDR,,,,Pandangan Kristen TentangDunia Dan manusia
4589,232 RIC c,Text,4589,13-Apr-09,,,200-299,,Available,,,,,IDR,,,,Christ The Lord
3085,220 SUH k,Text,3085,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Kisah sengsara Yesus Dalam Injil Sinoptik
5690,200.9,Text,5690,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Bidadari Dari Kalkuta
2971,220 GRO k,Text,2971,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,,,Kitab Suci Tentang Roh Kudus
3075,220 BAL,Text,3075,11 Desember 2001,,,200-299,,Available,,,,,IDR,,,,Dahaga Akan Allah
5693,242 DJA h,Text,5693,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Hati Kudus Yesus Sumber Cinta
3100,265,Text,3100,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Mendoakan kesembuhan Orang Sakit
2516,264 WAS m,Text,2516,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,menjadi Lektor
4590,248 LUC t,Text,4590,13-Apr-13,,,200-299,,Available,,,,,IDR,,,,Temukan Sweet Spot Anda!
5089,269 BEL a,Text,5089,15-Apr-10,,,200-299,,Available,,,,,IDR,,,,A Cup Of Comfort Devotional
404,248 MAL s,Text,404,10-Nov-89,,,200-299,,Available,,,,,IDR,,,,Sejenak Di alam baka
5373,255 BRO r,Text,5373,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Rambu-Rambu Hidup membiara
6046,247 TIM p,Text,6046,24  Mei 2013,,,200-299,,Available,,,,,IDR,,,,Paradigma Pedagogi Reflektif
3286,220.9 SUM n,Text,3286,16-Sep-02,,,200-299,,Available,,,,,IDR,,,,NATO : No Action Talk Only
4682,230 BOC m,Text,4682,5 Juni 2009,,,200-299,,Available,,,,,IDR,,,,Menafsir Mimpi
2525,269 NOU b,Text,2525,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Berjalan Bersama Yesus
0878,2x9.1 DJA r,Text,0878,13-Sep-88,,,200-299,,Available,,,,,IDR,,,,Riwayat Nabi Muhammad SAW
3115,226 TIM k,Text,3115,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Kisah Para Rasul
6694,248 WIJ k,Text,6694,23 Mei 2017,,,200-299,,Available,,,,,IDR,,,,Kuat Laksana Rajawali
2981,252 HAD s,Text,2981,17 Oktober 2001,,,200-299,,Available,,,,,IDR,,,,Sejenak Bersama Lukas
3093,230 NOW c,Text,3093,2 Januari 2002,,,200-299,,Available,,,,,IDR,,,,Cakrawala Hidup baru
6510,210 SIS b,Text,6510,5 juni 2016,,,200-299,,Available,,,,,IDR,,,,Bible Games
3291,200.2 HAR s,Text,3291,19-Sep-02,,,200-299,,Available,,,,,IDR,,,,Sentuhan 9 menit
7318,200.2 HAR s1,Text,7318,4-Nov-20,,,200-299,,Available,,,,,IDR,,,,Sentuhan 9 menit Jilid 1
7319,200.2 HAR s2,Text,7319,4-Nov-20,,,200-299,,Available,,,,,IDR,,,,Sentuhan 9 menit Jilid 2
7320,200.2 HAR s3,Text,7320,4-Nov-20,,,200-299,,Available,,,,,IDR,,,,Sentuhan 9 menit Jilid 3
3072,268 PID m,Text,3072,11 Desember 2001,,,200-299,,Available,,,,,IDR,,,,Mempertanggungjawabkan Iman katolik
7321,248 HUD d,Text,7321,4-Nov-20,,,200-299,,Available,,,,,IDR,,,,Dalam Teduh Mata-Nya
2408,200.7 TIM a,Text,2408,8 Februari 1996,,,200-299,,Available,,,,,IDR,,,,Arah Bimbingan Mayarakat katolik
2567,269 SUP r,Text,2567,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Retret Untuk SLTP Dan SLA
3203,252 HER m,Text,3203,3 Agustus 2002,,,200-299,,Available,,,,,IDR,,,,Mutiara Kehidupan
5262,264 TIM d,Text,5262,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,Doa-Doa Di ganjuran
3294,242 DAI r,Text,3294,16-Sep-02,,,200-299,,Available,,,,,IDR,,,,Rosario Sejarah Dan Misteri Kuasanya 
3550,210 SUL p,Text,3550,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Pujian Doa 70 Binatang
5619,200.9 WAS s,Text,5619,21 mei 2011,,,200-299,,Available,,,,,IDR,,,,"ST. Karel Houben,CP Seorang Misionaris Kudus Di Irlandia"
2527,264 WIN m,Text,2527,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,"mengenal, Perlengkapan Dan Liturgi"
3216,248 MAR p,Text,3216,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Persahabatan Secara Kristiani
7170,243 WHI t,Text,7170,28 Januari 2020,,,200-299,,Available,,,,,IDR,,,,Tuntunan Hidup Sehari-Hari
3232,264 PUD m,Text,3232,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Membangun Hidup rohani Sepanjang hari
3237,220 PUR g,Text,3237,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,giman Sih… Rasanya salib?
5677,248 SUT h,Text,5677,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Happy Family 1
4806,248 SUD p,Text,4806,12 Juli 2007,,,200-299,,Available,,,,,IDR,,,,pastor Juga Manusia
3282,268 HOG s,Text,3282,16-Sep-02,,,200-299,,Available,,,,,IDR,,,,Suffering The Unwanted Blessing
5464,264 MAR A,Text,5464,17 Desember 2010,,,200-299,,Available,,,,,IDR,,,,Aneka Ibadat Syukur
3586,269 NOU p,Text,3586,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Pandanglah Wajah Kasih Allah
4593,248 SUH m,Text,4593,13-Apr-09,,,200-299,,Available,,,,,IDR,,,,MENJADI MANUSIA DEWASA
3305,220 TIM  s,Text,3305,-,,,200-299,,Available,,,,,IDR,,,,Seminaris-Seminaris Badung
5935,220.7 KEL s,Text,5935,20 Februari 2013,,,200-299,,Available,,,,,IDR,,,,Senyum Sana-Sini
5610,248 DJE l,Text,5610,29-Apr-11,,,200-299,,Available,,,,,IDR,,,,Litani Parabola
5609,200.9 TIM k,Text,5609,29-Apr-11,,,200-299,,Available,,,,,IDR,,,,Kharisma Dan Spiritualitas
2528,264 WIN m,Text,2528,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Mengenal tahun Liturgi
5271,200.1  WIB a,Text,5271,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,Ada  Surga Di bening Matanya
3217,248 TIE s,Text,3217,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Should You Become A Priest?
5684,248 SUM d,Text,5684,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,85 Mutiara Hidup
1772,2x0 QAU i,Text,1772,2 Desember 1993,,,200-299,,Available,,,,,IDR,,,,Islam mengupas Babi
5368,230 GUN u,Text,5368,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Umat Bertanya Romo Pid Menjawab
2551,248 MAR p,Text,2551,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Persahabatan Secara Kristiani
3285,248 PUR u,Text,3285,16-Sep-02,,,200-299,,Available,,,,,IDR,,,,Untung Hidup Itu Rahmat
2515,268 MAN d,Text,2515,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,22 Metode Renungan
2565,236 PUR y,Text,2565,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Yang Berasal Dari Allah Kembali Kepada Allah
3227,246 BUD i,Text,3227,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Iman Penuh Syukur
3230,269 PUR h,Text,3230,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Haleluya ! Versus Lha Kok Loyo…
3224,240 PUR b,Text,3224,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Beriman Dalam Permohonan
4037,269 DJO p,Text,4037,5 oktober 2006,,,200-299,,Available,,,,,IDR,,,,Proses Aktualisasi Diri
2518,269 PUR m,Text,2518,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,membangun Jemaat Yang Hidup Salam Roh Kudus
3222,238 PUR b,Text,3222,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Beriman Dalam Pencobaan
3236,236 PUR k,Text,3236,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Kematian Adalah Rahmat
2542,248 DAR k,Text,2542,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Kehidupan Gereja
3226,234 PUR b,Text,3226,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,"Bertobat, Siapa takut!"
5782,210 TUR k,Text,5782,11-Apr-12,,,200-299,,Available,,,,,IDR,,,,Kisah Jenaka Para Binatang
3220,248 PUR s,Text,3220,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Sumbangan james W.Fowler Bagi Pendidikan Imn
4592,252 TAR d,Text,4592,13-Apr-09,,,200-299,,Available,,,,,IDR,,,,Akulah Kembang Perawan
5734,248 PET i,Text,5734,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,,,INI AKU
0901,230 BER p,Text,0901,-,,,200-299,,Available,,,,,IDR,,,,Peter Donders Misionaris redemptoris rasul Orang Kusta
3235,248 SAR z,Text,3235,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Ziarah Sendangsono sampai Pohsarang
3581,248 AUE s,Text,3581,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,10 Alasan Mengapa Menjadi katolik
3231,248 PUR h,Text,3231,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,hatinya Dirobek Demi Cinta
3221,248 PUR b,Text,3221,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Beriman Dalam Kasih
3223,248 PUR b,Text,3223,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Beriman Dalam Pengharapan
3228,248 PUR k,Text,3228,16-Sep-02,,,200-299,,Available,,,,,IDR,,,,Kasih Personal Dan Kasih Pastoral
3576,3576 SUR p,Text,3576,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Pengabdi Keadilan
7323,269,Text,7323,5-Nov-20,,,200-299,,Available,,,,,IDR,,,,Pertolongan Di Tengah Badai
5733,200.7 TIM p,Text,5733,,,,200-299,,Available,,,,,IDR,,,,Paradigma Bedagogi Reflektif
7325,268 PID m,Text,7325,5-Nov-20,,,200-299,,Available,,,,,IDR,,,,Mempertanggujawabkan Iman Katolik Buku Kedua
7324,248 WAR p,Text,7324,5-Nov-20,,,200-299,,Available,,,,,IDR,,,,Pijaran Lilin Dalam Kehidupan
2160,200.7,Text,2160,23 Agustus 1995,,,200-299,,Available,,,,,IDR,,,,Pendidikan Agama katolik Untuk SLTP 2C
3219,230,Text,3219,12 Maret 2002,,,200-299,,Available,,,,,IDR,,,,Cinta Ilahi Itu Mempesona
7322,252 SUT a,Text,7322,5-Nov-20,,,200-299,,Available,,,,,IDR,,,,Akhir Zaman
0904,200.9 HEU e,Text,0904,-,,,200-299,,Available,,,,,IDR,,,,Eduard Michelis Pengabdi Gereja Pada Zaman Bergolak
5372,248 HET k,Text,5372,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Kerinduan Yang menantang
3577,269,Text,3577,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Iman Sejati Versus Iman Kosmetik
3603,234 JAM r,Text,3603,16 Oktober 2009,,,200-299,,Available,,,,,IDR,,,,Rela memaafkan Obat paling Ampuh
5685,269 SUY b,Text,5685,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Berziarah Bersama Allah Menuju Allah
5379,248 SUS t,Text,5379,30-Sep-20,,,200-299,,Available,,,,,IDR,,,,Tuhan Aku Bersyukur Aku Pernah Berdosa
5259,248 TIM r,Text,5259,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,Rekan Seperjalanan Untuk Orang Sakit
4567,240 SUD p,Text,4567,2 Maret 2009,,,200-299,,Available,,,,,IDR,,,,Pastor Juga Manusia
5679,200.9 LOV d,Text,5679,-,,,200-299,,Available,,,,,IDR,,,,Doa-Doa Kepada Santo-Santa Kesayanganku
5370,264,Text,5370,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Tujuh Sabda Yesus Dari Atas Salib
5724,248 SUM a,Text,5724,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,,,Akar & Sayap
3225,220 PUR g,Text,3225,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Gila Benar Iman Mereka !
5678,248 ARI m,Text,5678,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Menciptakan Sekolah Minggu Yang menyenangkan
0292,209 DIA y,Text,0292,13-Nov-84,,,200-299,,Available,,,,,IDR,,,,YUSUF
-,248,Text,-,20 Maret 1985,,,200-299,,Available,,,,,IDR,,,,Cinta dan Amal
5261,200.9 JEN s,Text,5261,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,Santo Yohanes Bosco 
5676,264 SPI d,Text,5676,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Dinamika Sakramen kasih sayang
6844,266 KRI m,Text,6844,17 Juli 2017,,,200-299,,Available,,,,,IDR,,,,Mawar Mistik
5622,220 KOK b,Text,5622,21 Mei 2011,,,200-299,,Available,,,,,IDR,,,,Beriman Bersama Maria
5399,248 SUW b,Text,5399,11 Oktober 2010,,,200-299,,Available,,,,,IDR,,,,Bidang Pelayanan
5258,248 POL s,Text,5258,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,Surat Cinta Buat Gembala
0466,200.2 DAH m,Text,0466,21 Desember 1986,,,200-299,,Available,,,,,IDR,,,,Masalah Agama
5687,269 CUR e,Text,5687,27 Oktober 2011,,,200-299,,Available,,,,,IDR,,,,Everday Blessing 
5623,248 PUJ n,Text,5623,21 Mei 2011,,,200-299,,Available,,,,,IDR,,,,Nada Le Turbe
5375,248 DOE l,Text,5375,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Lourdes 
2523,220.9 SUM a,Text,2523,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Angin Barat Angin Timur
5378,236 WID m,Text,5378,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Manusia kain Kafan
2524,269 DAR p,Text,2524,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Perempuan Di hadapan Hidup Dan Allah
3513,268 DAR y,Text,3513,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Yesus mendidik Para Murid
5675,248 DAR s,Text,5675,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Shahadat Satwa
2512,239 TIM p,Text,2512,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Problema Jalan Hidup
0467,230.8 WAH g,Text,0467,24 Desember 1986,,,200-299,,Available,,,,,IDR,,,,Gita natal
5353,242 MAR u,Text,5353,29-Sep-10,,,200-299,,Available,,,,,IDR,,,,Untaian Doa
4033,242 MAR d,Text,4033,5 oktober 2006,,,200-299,,Available,,,,,IDR,,,,Doa Sekolah
5652,264 MAL d,Text,5652,23 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Devosi Kepada kanak-Kanak Yesus dari Praha
2514,220 DAR n,Text,2514,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Nabi Dan martir Bersama Yesus
3582,248 DAR m,Text,3582,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Mengubah Tanpa Kekerasan
5688,248 MAR p,Text,5688,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Pelayanan yang Murah hati
5683,248 NOU m,Text,5683,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Memasuki ruang batin
5382,260 TIM d,Text,5382,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Damai Bagimu
3583,216 NOU m,Text,3583,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,mencari Makna Kekuasaan
5686,242 TIM d,Text,5686,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Doa harian Pelajar
5352,242 SAR m,Text,5352,29-Sep-10,,,200-299,,Available,,,,,IDR,,,,Mukjizat Doa Litani Tubuh Kristus
7328,268 TIM k,Text,7328,6-Nov-20,,,200-299,,Available,,,,,IDR,,,,Keluarga Berwawasan Ekologis APP
7327,269 MUN f,Text,7327,6-Nov-11,,,200-299,,Available,,,,,IDR,,,,Finding Peace Of Heart
7326,220 DAI a,Text,7326,6-Nov-20,,,200-299,,Available,,,,,IDR,,,,Apa kata Tuhan Padaku Hari Ini?
4758,248 KLE c,Text,4758,24 Juni 2009,,,200-299,,Available,,,,,IDR,,,,Cerita Kecil Saja
4920,299 DEV b,Text,4920,12 Agustus 2008,,,200-299,,Available,,,,,IDR,,,,Boen Bio Benteng Terakhir Umat Khonghucu
5655,264 ENA d,Text,5655,23 Juli 2011,,,200-299,,Available,,,,,IDR,,,,Doa harian Ibu Teresa
6318,265 BAG w,Text,6318,21 Agustus 2014,,,200-299,,Available,,,,,IDR,,,,Wali-Baptis 
5256,248 KUS t,Text,5256,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,"Tuhan Buatkan Ayah Untuk Aku, Ya…"
5270,264 SUR l,Text,5270,16-Sep-10,,,200-299,,Available,,,,,IDR,,,,Lebih Indah Lebih Berbuah
2506,240 KEA d,Text,2506,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Doa Dan Kepribadian
5381,200.7 BAG s,Text,5381,30-Sep-10,,,200-299,,Available,,,,,IDR,,,,Siap Diutus
3496,252 MAR p,Text,3496,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Perjalanan Rohani Kedua Belas Murid
7359,294.3 TIM m,Text,7359,11 Desember 2020,,,200-299,,Available,,,,,IDR,,,,Mengenal Umat Budha Di Indonesia
5682,220 PAK w,Text,5682,28 Juli 2011,,,200-299,,Available,,,,,IDR,,,,What The Bible says about Marriage 
2532,269 GRI w,Text,2532,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,What Would Jesus Do To Rise Above Stress?
2531,269 LUE w,Text,2531,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,What Would Jesus Do To Find Meaning In Suffering?
2530,269 GRI w,Text,2530,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,What Would Jesus Do To Live A New After Loss?
2919,248 SIL k,Text,2919,19 Juli 2001,,,200-299,,Available,,,,,IDR,,,,Kisah-Kisah Rohani Pembangit Semangat
7460,200.9  SHE f,Text,7460,2 Juni 2021,,,200-299,,Available,,,,,IDR,,,,Foretti
7443,232 BAI r,Text,7443,9 Maret 2021,,,200-299,,Available,,,,,IDR,,,,Roh Kudus Sang penghibur
6537,260 AJI m,Text,6537,5 Agustus 2016,,,200-299,,Available,,,,,IDR,,,,Murid Sejati Yang Menerobos
1227,220 SET s,Text,1227,,,,200-299,,Available,,,,,IDR,,,,Santo martinus
3257,220 SET s,Text,3257,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Santa Jeanne D'Arc
3258,220 SET s,Text,3258,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,santo paulus dari Salib
3301,220 SET s,Text,3301,16-Sep-02,,,200-299,,Available,,,,,IDR,,,,Santa Odilia
3251,220 SET s,Text,3251,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Santo Yoanes Don Bosko
3256,220 SET s,Text,3256,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Santa Margareta Maria Alacoque Dan Beata Anna Wang
3302,220 SET s,Text,3302,16-Sep-02,,,200-299,,Available,,,,,IDR,,,,Santo Maximilianus Maria Kolbe
1440,235 SET s,Text,1440,8 Agustus 1992,,,200-299,,Available,,,,,IDR,,,,Santo Tarsisius
1223,235 SET s,Text,1223,24 Maret 1992,,,200-299,,Available,,,,,IDR,,,,santo Fransiskus dari Assisi
1221,235 SET s,Text,1221,23 Mei 2017,,,200-299,,Available,,,,,IDR,,,,Santa Bernadet Soubirous
3250,235 SET s,Text,3250,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Santa Maria Goretti
3244,235,Text,3244,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,Santo Vinsensius A Paulo
7461,246 TIM j,Text,7461,16 Juni 2021,,,200-299,,Available,,,,,IDR,,,,jalan panjang Puncak Kalvari
0228,220,Text,0228,6 Agustus 1984,,,200-299,,Available,,,,,IDR,,,,Hidup & Cinta 
1667,265 P.GO i,Text,1667,24 Juni 1993,,,200-299,,Available,,,,,IDR,,,,Ibadat Jalan Salib
5462,240,Text,5462,17 Desember 2010,,,200-299,,Available,,,,,IDR,,,,Novena Di saat Sulit Dan Menderita
0863,235 SET s,Text,0863,8-Sep-88,,,200-299,,Available,,,,,IDR,,,,Santa Theresia Dari Kanak-Kanak Yesus
7489,264 TIM t,Text,7489,16 Agustus 2021,,,200-299,,Available,,,,,IDR,,,,Tata Perayaan Ekaristi
7487,221,Text,7487,16 Agustus 2021,,,200-299,,Available,,,,,IDR,,,,SabdaMu Adalah Pelita
3499,200.9 ROU f,Text,3499,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,Fransisikus dan Bonaventura
3370,235 TIM s,Text,3370,17-Nov-03,,,200-299,,Available,,,,,IDR,,,,Seorang Santa Yang Berdiam Diri dan Pesan Bunda maria
5402,248 SUW b,Text,5402,11 Oktober 2010,,,200-299,,Available,,,,,IDR,,,,Bidang Paguyuban
4872,200.7 TIM n,Text,4872,6-Nov-09,,,200-299,,Available,,,,,IDR,,,,Nota pastoral Tentang Pendidikan
7750,232,Text,7750,21 Maret 2023,,,200-299,,Available,,,,,IDR,,,,Yesus dari nazaret
6620,220 ANN e,Text,6620,13 Februari 2017,,,200-299,,Available,,,,,IDR,,,,40 hari Menjadi Wanita Yang Dimampukan Tuhan
2564,200.9 SNY s,Text,2564,25-Sep-04,,,200-299,,Available,,,,,IDR,,,,115 Kisah santo santa Yang Mengasyikakkan
3875,200.9 GIB j,Text,3875,28 Juni 2006,,,200-299,,Available,,,,,IDR,,,,Jesus The Son Of man
7674,248 PRA d,Text,7674,3 Oktober 2022,,,200-299,,Available,,,,,IDR,,,,Diutus Menjadi Saksi
7675,265 PRA b,Text,7675,3 Oktober 2022,,,200-299,,Available,,,,,IDR,,,,Baptis Gerbang Sakramen Lain
7523,235 KRE a,Text,7523,17-Nov-11,,,200-299,,Available,,,,,IDR,,,,Angels & Demons : Iblis & Malaikat
7290,228,Text,7290,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Kitab wahyu ( Tafsir Perjanjian Baru )
7749,259 NOU k,Text,7749,21 Maret 2023,,,200-299,,Available,,,,,IDR,,,,Komunitas Alternatif
7751,248 PRA k,Text,7751,21 Maret 2023,,,200-299,,Available,,,,,IDR,,,,Keterlibatan Awam Sebagai Anggota Gereja
F,252 TIM c,Text,F,21 Maret 2023,,,200-299,,Available,,,,,IDR,,,,Cahaya Cinta
7678,248 ALE r,Text,7678,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,,,Ruang tanpa Spasi
7757,252 TIM s,Text,7757,22 Juli 2023,,,200-299,,Available,,,,,IDR,,,,Sabda Kehidupan
-,220 TIM b,Text,-,-,,,200-299,,Available,,,,,IDR,,,,Holy Bible
-,220 TIM a,Text,-,-,,,200-299,,Available,,,,,IDR,,,,ALKITAB
-,220 tim A,Text,-,-,,,200-299,,Available,,,,,IDR,,,,ALKITAB DEUTEROKANONIKA
-,220,Text,-,,,,200-299,,Available,,,,,IDR,,,,ALKITAB ( SUPLEMEN)
7821,200.9,Text,7821,13 Desember 2023,,,200-299,,Available,,,,,IDR,,,,Kamu DiUtus Memaknai Panggailanku
4595,232,Text,4595,13-Apr-09,,,200-299,,Available,,,,,IDR,,,,Jesus The Son Of man
5738,248,Text,5738,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,,,Damai Di Bumi (365 hari berdoa bersama Paus Yohanes paulus II)
7295,236,Text,7295,20 Oktober 2020,,,200-299,,Available,,,,,IDR,,,,Kupanggil Engkau Dengan NamaMu
7972,251,Text,7972,20 Jannuari 2025,,,200-299,,Available,,,,,IDR,,,,"1500 Cerita Bermakna untuk renungan, khotbah dan ceramah anda"
3706,200.9,Text,3706,26-Sep-05,,,200-299,,Available,,,,,IDR,,,,Orang Kudus Sepanjang Tahun
8017,248,Text,8017,30-Apr-25,,,200-299,,Available,,,,,IDR,,,,Jangan Berhenti Berharap
3237,220,Text,3237,12-Sep-02,,,200-299,,Available,,,,,IDR,,,,"Dimana sih, Rasanya Salib?"
5735,248,Text,5735,31 Oktober 2011,,,200-299,,Available,,,,,IDR,,,,Terapi Iman mengelola Stress 
7868,236,Text,7868,5-Apr-24,,,200-299,,Available,,,,,IDR,,,,Alvi Sang Malaikat Ingusan
5970,264,Text,5970,26-Apr-13,,,200-299,,Available,,,,,IDR,,,,Puji Syukur Kor I Untuk Kor Campur
3709,264,Text,3709,8 oktober 2005,,,200-299,,Available,,,,,IDR,,,,kidung Abadi
