title,gmd_name,edition,isbn_issn,publisher_name,publish_year,collation,series_title,call_number,language_name,place_name,classification,notes,image,sor,authors,topics
Penanganan Kekerasan Di Sekolah ,Text,,,Indeks,2009,,,371.5,Indonesia,Jakarta,371.5,,,,Helen Cowie & Dawn Jennifer,
Lemah Belajar dan ADHD,Text,,,Grasindo,2002,,,370.15,Indonesia,Jakarta,370.15,,,,"Betty B. Osman, Ph.D",
Gembira Belajar Dengan Mind Mapping,Text,,,PT. Elex Media Komputindo,2008,,,371.3,Indonesia,Jakarta,371.3,,,,Femi Olivia,
Administrasi Pendidikan Kontemporer,Text,,,ALFABETA,2008,,,371.1,Indonesia,Bandung,371.1,,,,"Dr.H. Syaiful Sagala, M.Pd.",
Extreme Toyota,Text,,,BIP,2008,,,338,Indonesia,Jakarta,338,,,,TIM,
Sejarah Perkembangan Kurikulum SMP,Text,,,Kemendikbud,2010,,,373,Indonesia,Jakarta,373,,,,TIM,
gagasan Dan Pemikiran Masa Revolusi Pendidikan,Text,,,Inspira,2010,,,371.3,Indonesia,Malang,371.3,,,,"Dr. Drs. Djuwari, M.Hum",
Teknik Evaluasi Pendidikan,Text,,,PT. RajaGrafindo Persada,2003,,,371.2,Indonesia,Jakarta,371.2,,,,"Drs. M. Chabib Thoha, M.A.",
Otonomi Pendidikan,Text,,,KWI,2004,,,371.1,Indonesia,Jakarta,371.1,,,,"Prof Dr. Sumarsono, M.Pd",
Inovasi Atau Mati,Text,,,PT. Elex Media Komputindo,2000,,,330,Indonesia,Jakarta,330,,,,Gede Prama,
gagal Itu Indah,Text,,,Pustaka Quantum,2005,,,370.1,Indonesia,Malang,370.1,,,,Yusran Pora,
MAHABARATA,Text,,,Balai Pustaka,1992,,,398,Indonesia,Jakarta,398,,,,M. SALEH,
Politik Hati Nurani,Text,,,Grafiasri Mukti,1997,,,320,Indonesia,Jakarta,320,,,,YB. Mangunwijaya,
AIR,Text,,,Angkasa,1990,,,333.9,Indonesia,Bandung,333.9,,,,Hartanto,
Psiko Analisa Mengenai Masalah wanita,Text,,,Bina Pustaka,1982,,,304.5,Indonesia,Jakarta,304.5,,,,Dr. Toru  Serizawa,
Peranan Pramuka Dalam Melestarikan Lingkungan Hidup,Text,,,Tiga Serangkai,1983,,,369.4,Indonesia,Jakarta,369.4,,,,,
Mengenal Dan Mengembangkan Harga Diri,Text,,,Prenhallindo,2000,,,370.1,Indonesia,Jakarta,370.1,,,,Grant Brecht,
Menyesuaikan Diri Dengan Orang lain,Text,,,BPK Gunung Mulia,1986,,,370,Indonesia,Jakarta,370,,,,larry Richards,
lembaga Pendidikan katolik,Text,,,Kanisius,2017,,,370,Indonesia,Yogyakarta,370,,,,Mgr. I. Suharyo,
Aku Tertib Berlalu Lintas,Text,,,PT. Jasa Marga,2011,,,348,Indonesia,Jakarta,348,,,,TIM,
Resep Pengajaran Hebat,Text,,,Indeks,2008,,,371.3,Indonesia,Jakarta,371.3,,,,Anita Moultri Turner,
Matinya Pendidikan,Text,,,Jendela,2001,,,370.1,Indonesia,Yogyakarta,370.1,,,,neil Postman,
Pendidikan Keluarga Sukses Mencegah Kenakalan Remaja dan Mewaspadai Penyalahgunaan Narkoba,Text,,,Indonesia Publishing House,2008,,,360.7,Indonesia,Jakarta,360.7,,,,Emil H. tambunan,
Unfair Advantage ,Text,,,Gramedia,2013,,,332.4,Indonesia,Jakarta,332.4,,,,Robert T. Kiyosaki,
Komunikasi Massa 1,Text,,,Bina Cipta,1982,,,302.2,Indonesia,Jakarta,302.2,,,,Dr. Phil. Astrid S. Susanto,
Komunikasi Massa 2,Text,,,Bina Cipta,1982,,,302.2,Indonesia,Jakarta,302.2,,,,Dr. Phil. Astrid S. Susanto,
Komunikasi massa 3,Text,,,Bina Cipta,1982,,,302.2,Indonesia,Jakarta,302.2,,,,Dr. Phil. Astrid S. Susanto,
Komunikasi massa 4,Text,,,Bina Cipta,1982,,,302.2,Indonesia,Jakarta,302.2,,,,Dr. Phil. Astrid S. Susanto,
Panji Semirang,Text,,,Citra Budaya,-,,,398,Indonesia,Bandung,398,,,,Hanni Haerani Hs.,
Cerita Rakyat dari Kalimantan Tengah,Text,,,Grasindo,1994,,,398,Indonesia,Jakarta,398,,,,H. Aspul Fansuri dkk,
Jaka Linglung,Text,,,CV. Pioner Jaya,1986,,,398,Indonesia,Bandung,398,,,,Andreas Dwinanda N.,
Rahasia Pintar Cewek,Text,,,Aulia Publishing,2010,,,305,Indonesia,Sleman,305,,,,farah Ayu,
Rahasia Cewek,Text,,,Hi-Fest Publishing,2008,,,305,Indonesia,Jakarta,305,,,,Indari Mastuti,
Tidur Lebih Berkualitas Dengan Meditasi,Text,,,Karaniya,2014,,,300,Indonesia,-,300,,,,Joseph Emet,
Model Portfolio,Text,,,GagasMedia,2008,,,391,Indonesia,Jakarta,391,,,,Feby Indirani,
The Treasure Of A Friend,Text,,,HPH,1987,,,370.1,Indonesia,Jakarta,370.1,,,,John C. Maxwell,
Kalau Kamu Makan Hamburger,Text,,,Dioma,1997,,,370.1,Indonesia,Malang,370.1,,,,Benny Phang O.Carm,
PR Dan Pelajaran Sulit Bisa Menyenangkan,Text,,,Kanisius,2006,,,370,Indonesia,Yogyakarta,370,,,,"Dra. Tjipto Susana, M.si",
Berani Menjadi Diriku Sendiri,Text,,,Kanisius,1999,,,370.1,Indonesia,Yogyakarta,370.1,,,,Carlos G. Valles,
Cara Gampang Jadi Penyiar radio,Text,,,Indonesia Cerdas,2006,,,384.5,Indonesia,Yogyakarta,384.5,,,,Saiful Baktiar,
Tebakan Seri 01,Text,,,Cintamedia,1962,,,398,Indonesia,Jakarta,398,,,,Yhonni S,
Tebakan Seri 02 ,Text,,,Cintamedia,1962,,,398,Indonesia,Jakarta,398,,,,Yhonni S,
Tebakan Seri 03 ,Text,,,Cintamedia,1962,,,398,Indonesia,Jakarta,398,,,,Yhonni S,
Tebakan Seri 5,Text,,,Cintamedia,1962,,,398,Indonesia,Jakarta,398,,,,Yhonni S,
AIR,Text,,,Gramedia,1978,,,333.9,Indonesia,Jakarta,333.9,,,,TIM,
Pencegahan Penyalahgunaan Narkoba Tingkat SMP,Text,,,Depdikbud,2011,,,363.4,Indonesia,Jakarta,363.4,,,,TIM,
Rumahku Istanaku,Text,,,Gramedia,2007,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Berani Beda,Text,,,Gramedia,2006,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Sheila,Text,,,Gramedia,2008,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Unsinkable Soul,Text,,,Gramedia,2000,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Persembahan Untuk para Ibu,Text,,,Gramedia,2009,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Dia Bukan pacarku,Text,,,Gramedia,2006,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chiken soup for the Soul: Menyikapi rahasia mewujudkan cita-cita,Text,,,Gramedia,2003,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
64 Kisah Tentang Kehidupan Cinta dan Pembelajaran,Text,,,Gramedia,2004,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Life Lessons,Text,,,Gramedia+FF81:G85,2009,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Mother Of Preschooler's Soul,Text,,,Gramedia,2010,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Kid's Soul2,Text,,,Gramedia,2012,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The  Preteen Soul,Text,,,Gramedia,2006,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Love Stories,Text,,,Gramedia,2010,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Grandparent's Soul,Text,,,Gramedia,2009,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Soul Think Positive,Text,,,Gramedia,2011,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Soul At Work,Text,,,Gramedia,2001,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
menjadi kaya Dan bahagia,Text,,,Gramedia,1995,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Perjalanan Ajaib,Text,,,Gramedia,2008,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Teenage Soul II,Text,,,Gramedia,2005,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Sister's Soul,Text,,,Gramedia,2010,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Couple  Soul,Text,,,Gramedia,2008,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Malaikat Pelindung,Text,,,Gramedia,2008,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Coffe Lover's Soul,Text,,,Gramedia,2011,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
mahkluk Asing Di Internet,Text,,,Gramedia,2007,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
True Love,Text,,,Gramedia,2011,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
All In The Family,Text,,,Gramedia,2011,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Ketika Cinta Menyatukan Segalanya,Text,,,Gramedia,2007,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Bangkit dari Masa Sulit,Text,,,Gramedia,2013,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Doa-Doa Yang Terkabul,Text,,,Gramedia,2012,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Spou For The Dieter's Soul,Text,,,Gramedia,2010,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Merajut Kenangan ,Text,,,Gramedia,2008,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Bunga Untuk Ibu,Text,,,Gramedia,2008,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Preteen Soul,Text,,,Gramedia,2001,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
Chicken Soup For The Cat Lover's Soul,Text,,,Gramedia,2012,,,,Indonesia,Jakarta,,,,,Jack Canfield-dkk,
Menemukan kebahagian,Text,,,Gramedia,2012,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
 A Cup Of Chicken Soup For The Soul,Text,,,Gramedia,2001,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
 A Cup Of Chicken Soup For The Soul kisah-kisah untuk membuka hati dan mengobarkan semngat kembali,Text,,,Gramedia,2009,,,370.15,Indonesia,Jakarta,370.15,,,,Jack Canfield-dkk,
Kisah-Kisah Ceria Penuh Suka Duka Memasuki Masa Remaja,Text,,,Gramedia,2003,,,370.1,Indonesia,Jakarta,370.1,,,,Jack Canfield-dkk,
22 Peluang Bisnis Makanan Untuk Home Industry,Text,,,AgroMedia,2007,,,338.5,Indonesia,Jakarta,338.5,,,,TIM,
Guru Yang Baik Di Setiap Kelas,Text,,,Indeks,2009,,,371.1,Indonesia,Jakarta,371.1,,,,TIM,
Smart Parenting Mendidik Dengan Bijak,Text,,,Grasindo,2000,,,370.1,Indonesia,Jakarta,370.1,,,,Dr. Sylvia Rimm,
Meretas Aksara Di Belantara,Text,,,PT. Elex Media Komputindo,2012,,,371.9,Indonesia,Jakarta,371.9,,,,TIM,
Perencanaan Pendidikan suatu Pendekatan Komprehensif,Text,,,PT. remaja Rosdakarya,2005,,,370.1,Indonesia,Bandung,370.1,,,,TIM,
Into A wonderful New Life,Text,,,BIP,2004,,,370.1,Indonesia,Jakarta,370.1,,,,Lynda Field,
Menjadi Guru Profesional,Text,,,PT. remaja Rosdakarya,1990,,,370.7,Indonesia,Bandung,370.7,,,,Drs. Moh. User Usman,
Paradigma Pendidikan Demokratis,Text,,,Kencana,2007,,,370,Indonesia,Jakarta,370,,,,"Prof. Dr. Dede Rosyada, MA",
Pendidikan Remedial,Text,,,PT. remaja Rosdakarya,1996,,,370,Indonesia,Bandung,370,,,,Drs. H. Cece Wijaya,
Mengajar Dengan Empati,Text,,,Nuansa ,2005,,,371.3,Indonesia,Bandung,371.3,,,,Evelyn Williams English,
Penelitihan Tindakan Kelas dengan Metode Mutakhir,Text,,,Andi,2015,,,371.1,Indonesia,Yogyakarta,371.1,,,,"Dr. Agus Yuliantoro, M.Hum",
Langkah Mudah Penelitihan Tindakan Kelas Sebagai Pengembangan Profesi Guru,Text,,,Rajawali Press,2008,,,371,Indonesia,Depok,371,,,,"Kunandar S.Pd.,M.Si",
Dasar Negara Pancasila,Text,,,Kanisius,2015,,,320,Indonesia,Yogyakarta,320,,,,bambang Suteng Sulasmono,
Menjadi Guru Berkarakter,Text,,,Pustaka Pelajar,2012,,,370,Indonesia,Yogyakarta,370,,,,"Agus wibowo, M.Pd",
Guru Dan Anak Didik Dalam Interaksi Edukatif,Text,,,Rineka Cipta,2005,,,371.1,Indonesia,Jakarta,371.1,,,,"Drs. Saiful Bahri Djamarah, M.Ag",
ETIKET ,Text,,,Kanisius,2009,,,395,Indonesia,Yogyakarta,395,,,, Henry Russell,
Smart And Smarter,Text,,,Gramedia,2005,,,370.19,Indonesia,Jakarta,370.19,,,,"Richard Restak, M.D.",
Men Are From Mars  Women Are From Venus,Text,,,Gramedia,2008,,,370.15,Indonesia,Jakarta,370.15,,,,"John Gray, Ph.d",
Percakapan Sulit Jadi Mudah,Text,,,BIP,1999,,,302.2,Indonesia,Jakarta,302.2,,,,Douglas Stone,
An Indigo Celebration,Text,,,BIP,2001,,,371.9,Indonesia,Jakarta,371.9,,,,Lee Carroll & Jan Tober,
Korupsi Itu gampang,Text,,,IDEA,2005,,,364.1,Indonesia,Yogyakarta,364.1,,,,Dati Fatimah,
Jika kamu Harus Memilih Apa Yang akan Kamu lakukan?,Text,,,Grasindo,1997,,,,Indonesia,Jakarta,,,,,sandra Mcleod Hunphrey,
50 Chinese Wisdoms,Text,,,Gramedia,2006,,,320.1,Indonesia,Jakarta,320.1,,,,Leman,
Mengajar Dengan Sukses,Text,,,Bumi Aksara,2006,,,371.1,Indonesia,Jakarta,371.1,,,,J. Mursell  ,
Agar Anak Menjadi Disiplin,Text,,,Anak Prestasi Pustaka,2005,,,370.1,Indonesia,Jakarta,370.1,,,,"Jessica S. Hagan,M.Pd",
Mengenal UKS,Text,,,Erlangga,2012,,,371.7 TIM m,Indonesia,Jakarta,371.7,,,,TIM Esensi,
Ki Ageng Karang Lo,Text,,,Yayasan Pustaka Nusatama,1997,,,398,Indonesia,Yogyakarta,398,,,,Drs. Y.B. Suparlan,
Kerja Biasa Saja Penghasilan Luar Biasa,Text,,,Pena Multi Media,2009,,,374,Indonesia,Jakarta,374,,,,Ahmad Bahar,
Amerika Serikat Sebuah Negara Adidaya,Text,,,PT. remaja Rosdakarya,1993,,,320.1,Indonesia,Bandung,320.1,,,,Syahbuddin Mangandaralam,
Pengembangan Profesionalisme Guru,Text,,,Sanata Dharma,2013,,,370.1,Indonesia,Yogyakarta,370.1,,,,B. Widharyanto,
Malaysia Negara Tetangga Kita Dalam Asean,Text,,,PT. remaja Rosdakarya,1993,,,320.1,Indonesia,Bandung,320.1,,,,Syahbuddin Mangandaralam,
Api & Pedang Hikmat Bagi Para Ksatria Allah,Text,,,Bethlehem Publisher,2004,,,370.1,Indonesia,Jakarta,370.1,,,,Daud Tony,
Teacher's Wisdom ,Text,,,Gramedia,2013,,,370.1,Indonesia,Jakarta,370.1,,,,TIM,
Kami Peduli Penanggulangan bahaya Narkoba,Text,,,Penanggulangan Bahaya Narkoba,2002,,,364,Indonesia,Surabaya,364,,,,TIM,
Behaviour Recovery : Pemulihan Perilaku,Text,,,Grasindo,1994,,,370.15,Indonesia,Jakarta,370.15,,,,Bill Rogers,
Kutukan Empu gandring,Text,,,CV. Pionir Jaya ,1998,,,398,Indonesia,Bandung,398,,,,Otty Puradisastra,
Mengejar Pelangi,Text,,,Gloria Graffa,2001,,,370.1,Indonesia,Yogyakarta,370.1,,,,Alice Gray,
Peran Disiplin Pada Perilaku Dan Prestasi Siswa,Text,,,Grasindo,2004,,,371.5,Indonesia,Jakarta,371.5,,,,"Tulus TU'u S.Th.,MM.Pd",
Sertifikasi Guru,Text,,,Prestasi Pustaka,2007,,,158.1,Indonesia,Pangkalpinang,158.1,,,,Trianto & Titik TriwulanTutik,
Guru Demokratis Di Era Reformasi,Text,,,Grasindo,2004,,,370.7,Indonesia,Jakarta,370.7,,,,Paul Suparno ,
Jurus Jitu Jadi Karyawan No. 1,Text,,,PT. Elex Media Komputindo,2008,,,331,Indonesia,Jakarta,331,,,,Widodo Aryanto,
Riwayat Kresna,Text,,,CV. Pionir Jaya ,1986,,,398,Indonesia,Bandung,398,,,,,
Prabu Angling darmo Dan Aji Gineng,Text,,,PT. Intan,1985,,,398,Indonesia,,398,,,,punk Pribadi,
Filsafat manusia,Text,,,Kanisius,1969,,,370.1,Indonesia,Yogyakarta,370.1,,,,Prof. Dr. N. Drijarkara,
Delecating For Result,Text,,,PT. Elex Media Komputindo,2003,,,371,Indonesia,Jakarta,371,,,,Robert B. Maddux,
True Friend! Jurus Duahsyaat Milih Sahabat!,Text,,,Qudsi Media,2008,,,370.1,Indonesia,Sleman,370.1,,,,Rahman Hanifan,
Menjadi Guiru Untuk Muridku,Text,,,Kanisius,2011,,,370,Indonesia,Yogyakarta,370,,,,ST. Kartono,
Kiat Pengembangan Diri Tidak Mencerca Orang lain,Text,,,Intisari Mediatama,2001,,,374,Indonesia,Jakarta,374,,,,"dr. Limas Sutanto, Sp.K.J.",
Singapura : Negara Kembang Anggrek tanpa Singa,Text,,,PT. remaja Rosdakarya,1993,,,320.1,Indonesia,Bandung,320.1,,,,Syahbuddin Mangandaralam,
Gadis Itu Adalah Anda,Text,,,Nusa Indah,1974,,,376,Indonesia,Ende-Flores,376,,,,Thom Wignyanta,
Merapi dan Orang Jawa ,Text,,,Grasindo,2010,,,305.8,Indonesia,Jakarta,305.8,,,,Lucas Sasongko Triyoga,
Penuntun Berwiraswasta,Text,,,Balai Pustaka,1993,,,338.4,Indonesia,Jakarta,338.4,,,,Ayo Yahya Heryanto,
Teknik Diskusi Berkelompok,Text,,,Kanisius,1971,,,302.3,Indonesia,Yogyakarta,302.3,,,,J. Bulatau S.J.,
Mengenal Filateli,Text,,,Bagian Filateli Dan Museum Perum Pos Dan Giro,1984,,,383,Indonesia,Jakarta,383,,,,Soerjono Bc Ap,
Teknik Rapat Dan Diskusi kelompok,Text,,,Balai Aksara,1978,,,302.3,Indonesia,Jakarta,302.3,,,,Drs. A.H.S. Stemerding,
Perkembangan Taraf Inteligensi Anak,Text,,,Angkasa,2010,,,371.3,Indonesia,Bandung,371.3,,,,A.a.a. Raden Cahaya Prabu,
UUD 1945 Hasil Amandemen & Proses Amandemen UUD 1945 Secara Lengkap (Pertama 1999 - Keempat 2002),Text,,,Sinar Grafika,2002,,,342.02,Indonesia,Jakarta,342.02,,,,TIM,
Sekolah Ya Nggak Masaaalah,Text,,,Kaifa,2005,,,370.15,Indonesia,Bandung,370.15,,,,Randall Mccutcheon,
Dewi Sri,Text,,,Citra Budaya,-,,,398,Indonesia,-,398,,,,Hanni Haerani Hs.,
Cara Kerja Telepon,Text,,,BPK Gunung Mulia,-,,,384,Indonesia,Jakarta,384,,,,David carey,
Terampil Mendongeng,Text,,,Grasindo,2001,,,398,Indonesia,Jakarta,398,,,,"Kusumo Priyono, Ars",
Kebudayaan Perdagangan & Globalisasi 25 tanya Jawab,Text,,,Kanisius,2005,,,380,Indonesia,Yogyakarta,380,,,,TIM,
Berani Menjadi Diriku Sendiri 2,Text,,,Kanisius,1999,,,370.1,Indonesia,Yogyakarta,370.1,,,,Carlos G. Valles,
Konflik Di Tempat Kerja,Text,,,Kanisius,1994,,,305.9,Indonesia,Yogyakarta,305.9,,,,"Drs. Agus M. Hardjana, MSc. Ed.",
Hidup Sukses Dan bahagia,Text,,,Kanisius,1989,,,302,Indonesia,Yogyakarta,302,,,,Ben Handaya,
Belajar Komputer Animasi Macromedia Flash,Text,,,Yrama Widya,2005,,,372.3,Indonesia,Bandung,372.3,,,,Drs. Daryanto,
Berpikir Positif Untuk Remaja,Text,,,BACA!,2006,,,370,Indonesia,Yogyakarta,370,,,,Norman Vincent Peale,
Menuju Ke Arah Kebahagiaan Bersama,Text,,,Masabaru,1975,,,374,Indonesia,Bandung,374,,,,Dr. A. Seno Sastroamidjojo,
Seksualitas Itu warisan,Text,,,Obor,1994,,,374,Indonesia,Jakarta,374,,,,"Charles A. gallagher,SJ",
Training SDM Yang Efektif,Text,,,Kanisius,2001,,,370.1,Indonesia,Yogyakarta,370.1,,,,Agus M. Hardjana,
Cermat Berbahasa Indonesia,Text,,,Dioma,2003,,,372.6,Indonesia,Malang,372.6,,,,"Drs. Agustinus Indradi, M.Pd.",
Berani Menjadi Diriku Sendiri 3,Text,,,Kanisius,1999,,,370.1,Indonesia,Yogyakarta,370.1,,,,Carlos G. Valles,
Pemilihan Presiden langsung,Text,,,PT. Tiara Wacana Yogya,2001,,,324,Indonesia,Yogyakarta,324,,,,"Dra. Triwahyuningsih, M.Hum",
SAKERAH ,Text,,,Pustaka,1985,,,398,Indonesia,Bandung,398,,,,Djamil Soeherman,
Pengantin-Pengantin daerah,Text,,,PT. Karya Nusantara,1976,,,390,Indonesia,Jakarta,390,,,,Djamadil AA-dkk,
Kuliah sambil Kerja,Text,,,Cakrawala,2006,,,370.1,Indonesia,Yogyakarta,370.1,,,,Anak Suryo,
Mengelola Keuangan Keluarga,Text,,,PT. Elex Media Komputindo,2000,,,330.01,Indonesia,Jakarta,330.01,,,,Safir Senduk,
Cowok ! Be Gentle!,Text,,,DAR! MIZAN,2006,,,371.8,Indonesia,Bandung,371.8,,,,M. Iwan januar,
Cerita Rakyat dari Belanda,Text,,,Grasindo,1996,,,398,Indonesia,Jakarta,398,,,,TIM,
Tebakan Bergambar Seri 4,Text,,,Cintamedia,1990,,,398,Indonesia,Jakarta,398,,,,Yhonni S,
Mengelola radio Siaran,Text,,,Dahara Prize,2007,,,384.5,Indonesia,Semarang,384.5,,,,"Drs. Totok Djuroto, M.si",
Management By Love ,Text,,,BIP,2005,,,374,Indonesia,Jakarta,374,,,,Dewi Motik Pramono,
Imut - Imut Dan Sepak Terjang mahkluk-mahkluk Cilik,Text,,,Tira Pustaka,1988,,,398,Indonesia,Jakarta,398,,,,TIM,
Tiga Suri Teladan : Kisah Kepahlawanan Tiga Tokoh Cerita Wayang,Text,,,U.P. Indonesia,1984,,,398,Indonesia,Jakarta,398,,,,Kamajaya,
Kendaraan Tempur m270 Peluncur Roket Multi,Text,,,Tiga Serangkai,2009,,,358,Indonesia,Solo,358,,,,Steve Parker,
Pesawat Tempur EA-6B Prowler,Text,,,Tiga Serangkai,2009,,,358,Indonesia,Solo,358,,,,Ole Steen Hansen,
Bencana Kebakaran ,Text,,,Pakar Raya ,2006,,,363.37,Indonesia,Bandung,363.37,,,,,
ABORSI Sebagai Masala Etika,Text,,,Grasindo,2002,,,363.4,Indonesia,Jakarta,363.4,,,,K. Bertens,
Kendaraan Tempur m 109A6 PALADIN,Text,,,Tiga Serangkai,2009,,,358,Indonesia,Solo,358,,,,Steve Parker,
KAPAL INDUK,Text,,,PT. Elex Media Komputindo,2008,,,359.3,Indonesia,Jakarta,359.3,,,,Kiki Sulistiyani,
KAPAL KARGO DAN TANGKER MINYAK,Text,,,PT. Elex Media Komputindo,2008,,,386.3,Indonesia,Jakarta,386.3,,,,Kiki Sulistiyani,
The Great Sea Warfare,Text,,,Gramedia,1998,,,355.4,Indonesia,Jakarta,355.4,,,,TIM,
Mengelola Seni Menggali Potensi,Text,,,Bimotry,2014,,,370.1,Indonesia,Yogyakarta,370.1,,,,TIM,
Tali - Temali,Text,,,Erlangga,2013,,,369.4,Indonesia,Jakarta,369.4,,,,Israr Ardiansyah,
Mengenal Gerakan Pramuka,Text,,,Erlangga,2012,,,369.4,Indonesia,Jakarta,369.4,,,,TIM,
membangun Karakter Siswa,Text,,,Erlangga,2012,,,369.4,Indonesia,Jakarta,369.4,,,,"Drs. Hudiyono, M.Si",
Aktivitas Pramuka Untuk Penggalang Rakit,Text,,,Erlangga,2013,,,369.4,Indonesia,Jakarta,369.4,,,,Ely Sumarsih dkk,
Aktivitas Pramuka Untuk Penggalang Terap,Text,,,Erlangga,2013,,,369.4,Indonesia,Jakarta,369.4,,,,Ely Sumarsih dkk,
"Pendidikan Karakter Dalam Metode Aktif, Inovatif, & Kreatif",Text,,,Erlangga,2012,,,370,Indonesia,Jakarta,370,,,,Retno Listyarti,
Bekerja Sebagai pengacara,Text,,,Erlangga,2010,,,340,Indonesia,Jakarta,340,,,,A. Hidayat Ardibrata,
Quantum Learning,Text,,,kaifa,2003,,,370.1523,Indonesia,Bandung,370.1523,,,,Bobbi De Porter & Mike Hernacki,
Lembaga Pendidikan Katolik,Text,,,Kanisius,2017,,,370,Indonesia,Yogyakarta,370,,,,Paul Suparno dkk,
Kenali Narkoba dan Musuhi Penyalahgunaanya,Text,,,Erlangga,-,,,370,Indonesia,Jakarta,370,,,,dr. Subagyo Partodiharjo,
Pendidikan Moral & Budi Pekerti Dalam Perspektif Perubahan,Text,,,Bumi Aksara,2007,,,370.1,Indonesia,Jakarta,370.1,,,,"Dra. Nurul Zuriah, M.Si",
Anda harus Pergi Ke Sekolah…. Anda Guru!,Text,,,Indeks,2008,,,371,Indonesia,Jakarta,371,,,,Renee Rosenblum,
Guru Profesional,Text,,,Indeks,2009,,,370,Indonesia,Jakarta,370,,,,Kay A. Norlander-dkk,
Mencari Strategi Pengembangan Pendidikan nasional menjelang Abad XXI,Text,,,Grasindo,1991,,,370,Indonesia,Jakarta,370,,,,Soedjatmoko-dkk,
Dari Guru Konvensional Menuju Guru Profesional,Text,,,Grasindo,2009,,,370,Indonesia,Jakarta,370,,,,Ahmad Rizal-dkk,
Perang Total Melawan narkotika-II,Text,,,Yayasan Generasi Muda ,-,,,370.1,Indonesia,Surabaya,370.1,,,,TIM,
Pendidikan Nilai Di Sekolah katolik,Text,,,Dioma,1990,,,370.1,Indonesia,Malang,370.1,,,,"Dr. Piet Go O. carm, Prof dr. W.F. Maramis",
A cup Of Comfort,Text,,,Gramedia,2004,,,370.1,Indonesia,Jakarta,370.1,,,,Collen Seli,
Undang-Undang Nomor 20 Tahun 2003 Tentang Sistem Pendidikan Nasional dan …,Text,,,VisiMedia,2007,,,348.02,Indonesia,Jakarta,348.02,,,,TIM,
Meningkatkan Rasa Percaya Diri,Text,,,Torrent Books,2004,,,370.1,Indonesia,Yogyakarta,370.1,,,,Philippa Davies,
kami Peduli penanggulangan bahaya Narkoba,Text,,,Penanggulangan Bahaya Narkoba,2002,,,364,Indonesia,Surabaya,364,,,,TIM,
Melangkah dari Reruntuhan Tragedi Situbondo,Text,,,Grasindo,1998,,,364.1,Indonesia,Jakarta,364.1,,,,I hariyanto,
Belajar Berorganisasi Bagi Pelajar,Text,,,PT. Intan,1985,,,373,Indonesia,Klaten,373,,,,"Hartojo, B.A.",
